timestamp,close
2023-12-20T00:00:00Z,4.195
2023-12-20T04:00:00Z,4.1949
2023-12-20T08:00:00Z,4.1901
2023-12-20T12:00:00Z,4.1848
2023-12-20T16:00:00Z,4.1756
2023-12-20T20:00:00Z,4.1709
2023-12-21T00:00:00Z,4.1745
2023-12-21T04:00:00Z,4.1739
2023-12-21T08:00:00Z,4.177
2023-12-21T12:00:00Z,4.1752
2023-12-21T16:00:00Z,4.1744
2023-12-21T20:00:00Z,4.1722
2023-12-22T00:00:00Z,4.1584
2023-12-22T04:00:00Z,4.1604
2023-12-22T08:00:00Z,4.1603
2023-12-22T12:00:00Z,4.16
2023-12-22T16:00:00Z,4.1462
2023-12-22T20:00:00Z,4.132
2023-12-23T00:00:00Z,4.1232
2023-12-23T04:00:00Z,4.117
2023-12-23T08:00:00Z,4.1156
2023-12-23T12:00:00Z,4.112
2023-12-23T16:00:00Z,4.1119
2023-12-23T20:00:00Z,4.1047
2023-12-24T00:00:00Z,4.1033
2023-12-24T04:00:00Z,4.1024
2023-12-24T08:00:00Z,4.0951
2023-12-24T12:00:00Z,4.1024
2023-12-24T16:00:00Z,4.1025
2023-12-24T20:00:00Z,4.1066
2023-12-25T00:00:00Z,4.0995
2023-12-25T04:00:00Z,4.0916
2023-12-25T08:00:00Z,4.0863
2023-12-25T12:00:00Z,4.0823
2023-12-25T16:00:00Z,4.0829
2023-12-25T20:00:00Z,4.0812
2023-12-26T00:00:00Z,4.0752
2023-12-26T04:00:00Z,4.0661
2023-12-26T08:00:00Z,4.0597
2023-12-26T12:00:00Z,4.0638
2023-12-26T16:00:00Z,4.0638
2023-12-26T20:00:00Z,4.0702
2023-12-27T00:00:00Z,4.0777
2023-12-27T04:00:00Z,4.0734
2023-12-27T08:00:00Z,4.0786
2023-12-27T12:00:00Z,4.0915
2023-12-27T16:00:00Z,4.0841
2023-12-27T20:00:00Z,4.087
2023-12-28T00:00:00Z,4.0912
2023-12-28T04:00:00Z,4.0911
2023-12-28T08:00:00Z,4.0991
2023-12-28T12:00:00Z,4.1036
2023-12-28T16:00:00Z,4.0995
2023-12-28T20:00:00Z,4.1095
2023-12-29T00:00:00Z,4.1186
2023-12-29T04:00:00Z,4.1294
2023-12-29T08:00:00Z,4.1433
2023-12-29T12:00:00Z,4.1505
2023-12-29T16:00:00Z,4.1562
2023-12-29T20:00:00Z,4.1531
2023-12-30T00:00:00Z,4.1619
2023-12-30T04:00:00Z,4.1631
2023-12-30T08:00:00Z,4.1653
2023-12-30T12:00:00Z,4.1624
2023-12-30T16:00:00Z,4.1613
2023-12-30T20:00:00Z,4.163
2023-12-31T00:00:00Z,4.176
2023-12-31T04:00:00Z,4.1683
2023-12-31T08:00:00Z,4.1642
2023-12-31T12:00:00Z,4.1707
2023-12-31T16:00:00Z,4.1847
2023-12-31T20:00:00Z,4.1934
2024-01-01T00:00:00Z,4.1865
2024-01-01T04:00:00Z,4.1757
2024-01-01T08:00:00Z,4.1829
2024-01-01T12:00:00Z,4.1833
2024-01-01T16:00:00Z,4.1813
2024-01-01T20:00:00Z,4.1925
2024-01-02T00:00:00Z,4.2044
2024-01-02T04:00:00Z,4.2105
2024-01-02T08:00:00Z,4.212
2024-01-02T12:00:00Z,4.2148
2024-01-02T16:00:00Z,4.2248
2024-01-02T20:00:00Z,4.2288
2024-01-03T00:00:00Z,4.2321
2024-01-03T04:00:00Z,4.2355
2024-01-03T08:00:00Z,4.2256
2024-01-03T12:00:00Z,4.2337
2024-01-03T16:00:00Z,4.2398
2024-01-03T20:00:00Z,4.2431
2024-01-04T00:00:00Z,4.2306
2024-01-04T04:00:00Z,4.2265
2024-01-04T08:00:00Z,4.2319
2024-01-04T12:00:00Z,4.2204
2024-01-04T16:00:00Z,4.2192
2024-01-04T20:00:00Z,4.2257
2024-01-05T00:00:00Z,4.2174
2024-01-05T04:00:00Z,4.2275
2024-01-05T08:00:00Z,4.231
2024-01-05T12:00:00Z,4.2301
2024-01-05T16:00:00Z,4.2322
2024-01-05T20:00:00Z,4.2363
2024-01-06T00:00:00Z,4.237
2024-01-06T04:00:00Z,4.2443
2024-01-06T08:00:00Z,4.2401
2024-01-06T12:00:00Z,4.2375
2024-01-06T16:00:00Z,4.2441
2024-01-06T20:00:00Z,4.2443
2024-01-07T00:00:00Z,4.2387
2024-01-07T04:00:00Z,4.2447
2024-01-07T08:00:00Z,4.254
2024-01-07T12:00:00Z,4.2512
2024-01-07T16:00:00Z,4.2424
2024-01-07T20:00:00Z,4.2415
2024-01-08T00:00:00Z,4.2406
2024-01-08T04:00:00Z,4.2387
2024-01-08T08:00:00Z,4.2476
2024-01-08T12:00:00Z,4.2411
2024-01-08T16:00:00Z,4.2491
2024-01-08T20:00:00Z,4.241
